SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
281,11:51:43,29/01/2025,K_lowfl_medbth,Karina Guo,,,69,Mid,0.033551,1.904395,0.03297,0.293948,2.029075,2.012903,2.912293,0.883219,19.824724,19.983992,28.682653,0.441786,7.5,PSF-01163_20250129115143_00c,0,0,0,156.376358,634.377502,0.753496,0.5,0.8,22.049137,1,65.54,65.02,24.55,23.53,23.53,101.54,79.9,79.3,0.7,73,3.853,11:48:27,29/01/2025,-1.56,1,0,0,0.002,-0.676,-0.669,-0.967,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46253,2.505086,1.074538,0.761513,0.277628,-0.009528,0.879821,0.17098,156.376358,0.001127,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115143_00c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
282,11:51:58,29/01/2025,K_lowfl_medbth,Karina Guo,,,69,Mid,0.065449,1.903309,0.063273,0.544318,2.03885,2.008885,2.891156,0.852306,19.784319,20.07943,28.473288,0.441786,7.5,PSF-01163_20250129115158_c56,0,0,0,153.490662,634.098511,0.757939,0.5,0.8,22.833225,1,65.85,64.88,24.55,23.41,23.41,101.54,79.8,79.4,0.5,75,3.852,11:48:27,29/01/2025,-1.56,1,0.001,0,0.003,-0.249,-0.559,-1.071,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462355,2.505508,1.074134,0.761686,0.277617,-0.010882,0.880378,0.172856,153.490662,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115158_c56,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
283,11:52:22,29/01/2025,K_lowfl_medbth,Karina Guo,,,598,High,0.06804,1.904531,0.065693,0.570977,2.047834,2.016431,2.908789,0.860955,19.85957,20.16885,28.648279,0.441786,7.5,PSF-01163_20250129115222_8b1,0,0,0,168.942337,605.786926,0.721119,0.5,0.8,24.341511,1,66.11,65.1,24.56,23.51,23.51,101.53,79.9,79.7,0.2,84,3.853,11:48:27,29/01/2025,-1.56,1,0.001,0.001,0.002,0.082,-0.509,-0.618,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462636,2.505862,1.074588,0.762364,0.277539,-0.00984,0.881283,0.180749,168.942337,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115222_8b1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
284,11:52:56,29/01/2025,K_lowfl_medbth,Karina Guo,,,598,High,0.048499,1.901708,0.047293,0.432441,2.048614,2.024787,2.9541,0.905485,19.943089,20.177776,29.096331,0.441786,7.5,PSF-01163_20250129115256_641,0,0,0,166.645996,626.860474,0.734158,0.5,0.8,23.021828,1,66.09,65.32,24.57,23.77,23.77,101.53,79.8,79.7,0.1,78,3.852,11:48:27,29/01/2025,-1.56,1,0.001,0.001,0.002,-0.171,-0.543,-0.521,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462931,2.505836,1.073539,0.762285,0.277418,-0.007106,0.882725,0.175537,166.645996,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115256_641,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
285,11:53:11,29/01/2025,K_lowfl_medbth,Karina Guo,,,598,High,0.036553,1.901855,0.035863,0.335016,2.027657,2.009195,2.952867,0.92521,19.78854,19.970375,29.082756,0.441786,7.5,PSF-01163_20250129115311_d8f,0,0,0,165.496231,582.985657,0.716123,0.5,0.8,23.175827,1,65.41,64.81,24.57,23.76,23.76,101.53,79.8,72.9,8.6,81,3.852,11:48:27,29/01/2025,-1.56,1,0,0,0.005,0.019,0.777,-0.36,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462263,2.504909,1.073594,0.747456,0.277395,-0.007206,0.883315,0.177721,165.496231,0.001154,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115311_d8f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
286,11:53:47,29/01/2025,K_lowfl_medbth,Karina Guo,,,592,Mid,0.100554,1.901266,0.095503,0.850385,2.057226,2.010359,2.939046,0.881819,19.800392,20.261999,28.947203,0.441786,7.5,PSF-01163_20250129115347_d1c,0,0,0,154.796722,554.327148,0.720748,0.5,0.8,24.521273,1,66.34,64.82,24.58,23.69,23.69,101.53,79.7,79.5,0.3,85,3.851,11:48:27,29/01/2025,-1.56,1,0,-0.001,0.002,0.082,0.795,-0.257,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462275,2.506161,1.073375,0.761846,0.277317,-0.008153,0.884655,0.181329,154.796722,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115347_d1c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
287,11:54:13,29/01/2025,K_lowfl_medbth,Karina Guo,,,592,Mid,0.07764,1.904727,0.074599,0.674663,2.040367,2.003266,2.936099,0.895731,19.730581,20.096004,28.918247,0.441786,7.5,PSF-01163_20250129115413_41a,0,0,0,157.217499,541.386719,0.709602,0.5,0.8,19.585442,1,65.78,64.59,24.58,23.67,23.67,101.53,79.9,79.7,0.3,69,3.85,11:48:27,29/01/2025,-1.56,1,0,0.001,0.002,-0.027,-0.237,-0.886,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461964,2.505412,1.074661,0.762316,0.277291,-0.008365,0.885679,0.167366,157.217499,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115413_41a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
288,11:54:37,29/01/2025,K_lowfl_medbth,Karina Guo,,,592,Mid,0.080079,1.900373,0.076841,0.708207,2.041398,2.002336,2.954163,0.912765,19.720989,20.105713,29.095522,0.441786,7.5,PSF-01163_20250129115437_f6f,0,0,0,153.218506,535.831665,0.714055,0.5,0.8,15.684036,1,65.81,64.55,24.59,23.77,23.77,101.53,79.7,79.6,0.1,55,3.849,11:48:27,29/01/2025,-1.56,1,0,-0.001,-0.001,0.018,0.246,0.484,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461911,2.505443,1.073044,0.76216,0.277261,-0.007259,0.886587,0.155112,153.218506,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115437_f6f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
289,11:55:17,29/01/2025,K_lowfl_medbth,Karina Guo,,,434,High,0.118512,1.902714,0.111563,0.96322,2.061134,2.008099,2.916298,0.855164,19.777069,20.299391,28.7216,0.441786,7.5,PSF-01163_20250129115517_fa9,0,0,0,140.268082,540.412537,0.740443,0.5,0.8,20.804195,1,66.41,64.7,24.59,23.56,23.56,101.54,79.8,79.5,0.4,70,3.849,11:48:27,29/01/2025,-1.56,1,0.001,0,0.002,-0.089,-0.303,-0.558,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462112,2.50626,1.073913,0.76186,0.277175,-0.009731,0.888045,0.168446,140.268082,0.001138,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115517_fa9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
290,11:55:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,434,High,0.108804,1.90169,0.102916,0.940204,2.050215,1.998408,2.954914,0.904699,19.682491,20.192741,29.103205,0.441786,7.5,PSF-01163_20250129115554_dba,0,0,0,160.617477,568.569641,0.717506,0.5,0.8,19.472691,1,66.03,64.36,24.6,23.78,23.78,101.53,79.8,79.8,0,68,3.849,11:48:27,29/01/2025,-1.56,1,0.001,0,0.003,-0.452,-0.627,-0.897,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46166,2.505737,1.073533,0.762445,0.277081,-0.007394,0.889548,0.166363,160.617477,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115554_dba,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
291,11:56:21,29/01/2025,K_lowfl_medbth,Karina Guo,,,434,High,0.091347,1.902402,0.087162,0.763992,2.056049,2.013974,2.924181,0.868133,19.835558,20.249954,28.800163,0.441786,7.5,PSF-01163_20250129115621_772,0,0,0,133.424164,554.77594,0.759499,0.5,0.8,21.895756,1,66.18,64.83,24.61,23.6,23.6,101.53,79.8,79.9,-0.2,72,3.847,11:48:27,29/01/2025,-1.56,1,0,0.001,0.003,-0.141,-0.538,-1.091,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462276,2.505951,1.073797,0.762851,0.276999,-0.009411,0.890539,0.170038,133.424164,0.001122,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115621_772,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
292,11:56:50,29/01/2025,K_lowfl_medbth,Karina Guo,,,167,Low,0.076148,1.903816,0.07322,0.669009,2.050747,2.013937,2.95558,0.904832,19.835394,20.197941,29.10969,0.441786,7.5,PSF-01163_20250129115650_b18,0,0,0,149.609329,517.617004,0.710965,0.5,0.8,19.239985,1,65.98,64.79,24.62,23.78,23.78,101.53,79.9,79.4,0.6,68,3.848,11:48:27,29/01/2025,-1.56,1,0.001,0.001,0.002,-0.131,-0.163,-0.493,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462224,2.505667,1.074323,0.761588,0.276893,-0.007542,0.891674,0.166195,149.609329,0.001136,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115650_b18,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
293,11:57:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,167,Low,0.138533,1.899835,0.129118,1.097792,2.084182,2.023637,2.926126,0.841943,19.931173,20.527494,28.81995,0.441786,7.5,PSF-01163_20250129115735_13f,0,0,0,137.644882,553.049316,0.751116,0.5,0.8,23.259968,1,66.98,65.03,24.64,23.61,23.61,101.53,79.7,68.9,13.5,77,3.847,11:48:27,29/01/2025,-1.56,1,0.001,0.001,0.003,0.125,0.179,0.481,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462533,2.507018,1.072844,0.738853,0.276687,-0.009603,0.893422,0.174687,137.644882,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115735_13f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
294,11:58:17,29/01/2025,K_lowfl_medbth,Karina Guo,,,167,Low,0.158011,1.907115,0.145921,1.224277,2.074182,2.006986,2.905152,0.83097,19.766979,20.428795,28.613092,0.441786,7.5,PSF-01163_20250129115817_4c2,0,0,0,139.829987,547.232849,0.744478,0.5,0.8,25.488762,1,66.58,64.42,24.66,23.49,23.49,101.53,80.1,79.7,0.4,86,3.847,11:48:27,29/01/2025,-1.56,1,0,0.001,0.003,-0.257,-0.468,-1.032,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461733,2.506476,1.07555,0.762331,0.276475,-0.011145,0.894999,0.181797,139.829987,0.001136,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115817_4c2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
295,11:59:07,29/01/2025,K_lowfl_medbth,Karina Guo,,,536,Low,0.078785,1.904412,0.075656,0.701299,2.040823,2.002249,2.958782,0.917959,19.721056,20.100985,29.14238,0.441786,7.5,PSF-01163_20250129115907_0bc,0,0,0,136.196487,567.336548,0.759937,0.5,0.8,26.361506,1,65.36,64.12,24.7,23.8,23.8,101.53,79.9,79.6,0.4,87,3.846,11:58:52,29/01/2025,-1.53,1,0.001,0.001,0.002,-0.078,-0.093,0.402,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461336,2.504773,1.074544,0.762151,0.276055,-0.00819,0.896939,0.182779,136.196487,0.001136,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115907_0bc,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
296,11:59:38,29/01/2025,K_lowfl_medbth,Karina Guo,,,536,Low,0.082329,1.903836,0.078916,0.730059,2.048738,2.00857,2.964792,0.916054,19.783358,20.178991,29.201645,0.441786,7.5,PSF-01163_20250129115938_6bf,0,0,0,129.810684,537.711365,0.758587,0.5,0.8,26.109043,1,65.53,64.25,24.72,23.83,23.83,101.53,79.9,77.7,2.7,86,3.844,11:58:52,29/01/2025,-1.53,1,0.002,0.001,0.003,0.069,0.118,0.077,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461497,2.505007,1.07433,0.757938,0.275836,-0.008037,0.89807,0.18219,129.810684,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129115938_6bf,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
297,12:00:00,29/01/2025,K_lowfl_medbth,Karina Guo,,,536,Low,0.083847,1.904565,0.080312,0.735589,2.057629,2.017182,2.964524,0.906895,19.868671,20.267069,29.199728,0.441786,7.5,PSF-01163_20250129120000_9c1,0,0,0,131.085632,564.564209,0.767811,0.5,0.8,26.384851,1,65.79,64.49,24.72,23.83,23.83,101.53,79.9,68,14.9,86,3.845,11:58:52,29/01/2025,-1.53,1,0,0,0.002,0.052,-0.041,-0.17,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461816,2.505349,1.074601,0.737045,0.27575,-0.00814,0.898917,0.182072,131.085632,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120000_9c1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
298,12:00:27,29/01/2025,K_lowfl_medbth,Karina Guo,,,556,Mid,0.022168,1.904256,0.021913,0.221258,2.024747,2.012574,3.024381,0.999635,19.823286,19.943186,29.789305,0.441786,7.5,PSF-01163_20250129120027_434,0,0,0,144.52243,540.904663,0.732813,0.5,0.8,24.314161,1,64.7,64.31,24.73,24.16,24.16,101.53,79.9,72,9.9,83,3.845,11:58:52,29/01/2025,-1.53,1,0.001,0,0.002,-0.25,-0.494,-1.268,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461579,2.503879,1.074486,0.745482,0.275656,-0.004518,0.899854,0.179496,144.52243,0.001135,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120027_434,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
299,12:00:53,29/01/2025,K_lowfl_medbth,Karina Guo,,,556,Mid,0.057366,1.901294,0.055686,0.541038,2.046724,2.016906,3.008535,0.961811,19.866785,20.160496,29.63446,0.441786,7.5,PSF-01163_20250129120053_660,0,0,0,144.022461,551.869507,0.739028,0.5,0.8,24.596813,1,65.37,64.42,24.74,24.08,24.08,101.52,79.7,79.3,0.6,83,3.817,11:58:52,29/01/2025,-1.53,1,0.001,0.001,0.002,0.145,0.356,0.546,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461713,2.504781,1.073385,0.76139,0.275558,-0.005597,0.900789,0.179721,144.022461,0.001138,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120053_660,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
300,12:01:17,29/01/2025,K_lowfl_medbth,Karina Guo,,,556,Mid,0.035714,1.898818,0.035055,0.347002,2.044726,2.025568,3.024645,0.979919,19.950827,20.139524,29.791237,0.441786,7.5,PSF-01163_20250129120117_ec8,0,0,0,138.610489,556.263672,0.750819,0.5,0.8,24.699286,1,65.27,64.66,24.75,24.16,24.16,101.53,79.6,79.6,0,82,3.842,11:58:52,29/01/2025,-1.53,1,0,0,0.002,-0.001,-0.193,-0.368,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462025,2.504643,1.072467,0.762143,0.275454,-0.004707,0.901674,0.178882,138.610489,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120117_ec8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
301,12:02:05,29/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.108232,1.90124,0.102403,0.90388,2.083823,2.034029,2.957608,0.873785,20.036928,20.527449,29.134981,0.441786,7.5,PSF-01163_20250129120205_5b3,0,0,0,141.05809,580.185791,0.756874,0.5,0.8,21.079769,1,66.43,64.84,24.77,23.79,23.79,101.51,79.7,79.8,0,70,3.841,11:58:52,29/01/2025,-1.53,1,0.001,0.001,0.003,0.086,0.071,-0.028,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462263,2.506211,1.073366,0.762474,0.275213,-0.009119,0.903526,0.167911,141.05809,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120205_5b3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
302,12:02:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.114836,1.908908,0.10832,0.969058,2.083224,2.030113,2.968832,0.885609,19.997616,20.520781,29.244463,0.441786,7.5,PSF-01163_20250129120235_61b,0,0,0,141.210083,589.102844,0.760296,0.5,0.8,22.431818,1,66.36,64.67,24.79,23.85,23.85,101.52,80.2,79.7,0.6,74,3.841,11:58:52,29/01/2025,-1.53,1,0,0,0.001,0.244,0.542,0.876,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462031,2.506113,1.076219,0.762233,0.275068,-0.008564,0.904672,0.171505,141.210083,0.001149,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120235_61b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
303,12:03:02,29/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.128237,1.902823,0.12014,1.042025,2.072462,2.015113,2.931227,0.858766,19.850782,20.41573,28.875391,0.441786,7.5,PSF-01163_20250129120302_bff,0,0,0,143.734222,598.365051,0.759788,0.5,0.8,21.497713,1,65.99,64.16,24.79,23.64,23.64,101.51,79.8,79.6,0.3,71,3.841,11:58:52,29/01/2025,-1.53,1,0,0.001,0.003,0.069,0.009,-0.028,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461368,2.505608,1.073954,0.762038,0.274988,-0.011005,0.905584,0.168875,143.734222,0.001146,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120302_bff,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
304,12:03:43,29/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.048263,1.901162,0.047068,0.462934,2.048725,2.02321,3.022315,0.97359,19.928436,20.179766,29.769537,0.441786,7.5,PSF-01163_20250129120343_12a,0,0,0,121.72937,515.842102,0.764018,0.5,0.8,19.390686,1,65.19,64.37,24.8,24.15,24.15,101.52,79.7,79.6,0.1,63,3.839,11:58:52,29/01/2025,-1.53,1,0,-0.001,0.004,0.024,0.265,-0.035,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461643,2.50452,1.073337,0.762193,0.274858,-0.005458,0.90704,0.162538,121.72937,0.001145,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120343_12a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
305,12:04:44,29/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.031098,1.905684,0.030599,0.31302,2.046824,2.029623,3.059313,1.012489,19.990921,20.160343,30.132925,0.441786,7.5,PSF-01163_20250129120444_684,0,0,0,124.162674,454.606537,0.726879,0.5,0.8,14.443575,1,65.03,64.49,24.83,24.35,24.35,101.53,80,78.9,1.4,50,3.838,11:58:52,29/01/2025,-1.53,1,0.001,0.001,0.003,0.192,0.453,0.882,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461787,2.50431,1.075018,0.760483,0.2746,-0.003448,0.909214,0.150558,124.162674,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120444_684,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
306,12:05:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.067305,1.902811,0.065006,0.612707,2.056865,2.023134,2.989992,0.933127,19.927595,20.259836,29.451012,0.441786,7.5,PSF-01163_20250129120508_992,0,0,0,108.756065,444.786438,0.755487,0.5,0.8,22.226921,1,65.31,64.24,24.84,23.97,23.97,101.52,79.8,66.9,16.2,74,3.837,11:58:52,29/01/2025,-1.53,1,0.001,0,0.002,-0.073,0.215,-0.149,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461458,2.50468,1.073949,0.734503,0.274476,-0.00785,0.910154,0.171324,108.756065,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120508_992,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
307,12:05:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,530,Low,0.052463,1.907999,0.051059,0.489175,2.052643,2.025806,3.001127,0.948484,19.953419,20.217754,29.559961,0.441786,7.5,PSF-01163_20250129120533_21a,0,0,0,125.822426,495.830658,0.746239,0.5,0.8,23.098991,1,65.13,64.28,24.85,24.03,24.03,101.53,80.1,79.4,0.9,77,3.837,11:58:52,29/01/2025,-1.53,1,0.001,0.001,-9999,-0.521,-0.575,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461506,2.504433,1.07588,0.761634,0.274343,-0.007294,0.911053,0.174658,125.822426,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120533_21a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
308,12:06:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,530,Low,0.084157,1.902598,0.080592,0.759882,2.066664,2.024827,3.000075,0.933411,19.943134,20.355202,29.548653,0.441786,7.5,PSF-01163_20250129120608_8e8,0,0,0,125.568863,515.696167,0.756506,0.5,0.8,18.694368,1,65.52,64.19,24.87,24.03,24.03,101.53,79.8,79.5,0.4,62,3.837,11:58:52,29/01/2025,-1.53,1,0.001,0,0,-0.232,-0.412,-0.892,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46139,2.504956,1.07387,0.761898,0.274185,-0.007521,0.912357,0.161084,125.568863,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129120608_8e8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
